Unnamed: 0.1,Unnamed: 0,Image,Flow,FlowRGB,GtMask,Sequence,Sequence_Index,Dino
225,4146,FBMS/FBMS_clean/JPEGImages/marple3/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00300.flo.png,FBMS/FBMS_clean/Annotations/marple3/00300.png,marple3,300,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00300.jpg_144x175.npy
226,4169,FBMS/FBMS_clean/JPEGImages/marple3/00323.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00323.flo,,FBMS/FBMS_clean/Annotations/marple3/00323.png,marple3,323,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00323.jpg_144x175.npy
227,4170,FBMS/FBMS_clean/JPEGImages/marple5/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00001.flo.png,FBMS/FBMS_clean/Annotations/marple5/00001.png,marple5,1,FBMS/FBMS_clean/DINO/dino_vits8//marple5/00001.jpg_144x175.npy
228,4179,FBMS/FBMS_clean/JPEGImages/marple5/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00010.flo.png,FBMS/FBMS_clean/Annotations/marple5/00010.png,marple5,10,FBMS/FBMS_clean/DINO/dino_vits8//marple5/00010.jpg_144x175.npy
229,4189,FBMS/FBMS_clean/JPEGImages/marple5/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00020.flo.png,FBMS/FBMS_clean/Annotations/marple5/00020.png,marple5,20,FBMS/FBMS_clean/DINO/dino_vits8//marple5/00020.jpg_144x175.npy
230,4199,FBMS/FBMS_clean/JPEGImages/marple5/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00030.flo.png,FBMS/FBMS_clean/Annotations/marple5/00030.png,marple5,30,FBMS/FBMS_clean/DINO/dino_vits8//marple5/00030.jpg_144x175.npy
231,4209,FBMS/FBMS_clean/JPEGImages/marple5/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00040.flo.png,FBMS/FBMS_clean/Annotations/marple5/00040.png,marple5,40,FBMS/FBMS_clean/DINO/dino_vits8//marple5/00040.jpg_144x175.npy
232,4219,FBMS/FBMS_clean/JPEGImages/marple5/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00050.flo.png,FBMS/FBMS_clean/Annotations/marple5/00050.png,marple5,50,FBMS/FBMS_clean/DINO/dino_vits8//marple5/00050.jpg_144x175.npy
233,4263,FBMS/FBMS_clean/JPEGImages/marple5/00094.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple5/00094.flo,,FBMS/FBMS_clean/Annotations/marple5/00094.png,marple5,94,FBMS/FBMS_clean/DINO/dino_vits8//marple5/00094.jpg_144x175.npy
234,4264,FBMS/FBMS_clean/JPEGImages/marple8/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00001.flo.png,FBMS/FBMS_clean/Annotations/marple8/00001.png,marple8,1,FBMS/FBMS_clean/DINO/dino_vits8//marple8/00001.jpg_175x225.npy
235,4273,FBMS/FBMS_clean/JPEGImages/marple8/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00010.flo.png,FBMS/FBMS_clean/Annotations/marple8/00010.png,marple8,10,FBMS/FBMS_clean/DINO/dino_vits8//marple8/00010.jpg_175x225.npy
236,4283,FBMS/FBMS_clean/JPEGImages/marple8/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00020.flo.png,FBMS/FBMS_clean/Annotations/marple8/00020.png,marple8,20,FBMS/FBMS_clean/DINO/dino_vits8//marple8/00020.jpg_175x225.npy
237,4293,FBMS/FBMS_clean/JPEGImages/marple8/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00030.flo.png,FBMS/FBMS_clean/Annotations/marple8/00030.png,marple8,30,FBMS/FBMS_clean/DINO/dino_vits8//marple8/00030.jpg_175x225.npy
238,4303,FBMS/FBMS_clean/JPEGImages/marple8/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00040.flo.png,FBMS/FBMS_clean/Annotations/marple8/00040.png,marple8,40,FBMS/FBMS_clean/DINO/dino_vits8//marple8/00040.jpg_175x225.npy
239,4313,FBMS/FBMS_clean/JPEGImages/marple8/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00050.flo.png,FBMS/FBMS_clean/Annotations/marple8/00050.png,marple8,50,FBMS/FBMS_clean/DINO/dino_vits8//marple8/00050.jpg_175x225.npy
240,4335,FBMS/FBMS_clean/JPEGImages/marple8/00072.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple8/00072.flo,,FBMS/FBMS_clean/Annotations/marple8/00072.png,marple8,72,FBMS/FBMS_clean/DINO/dino_vits8//marple8/00072.jpg_175x225.npy
241,4336,FBMS/FBMS_clean/JPEGImages/marple10/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00001.flo.png,FBMS/FBMS_clean/Annotations/marple10/00001.png,marple10,1,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00001.jpg_175x225.npy
242,4345,FBMS/FBMS_clean/JPEGImages/marple10/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00010.flo.png,FBMS/FBMS_clean/Annotations/marple10/00010.png,marple10,10,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00010.jpg_175x225.npy
243,4355,FBMS/FBMS_clean/JPEGImages/marple10/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00020.flo.png,FBMS/FBMS_clean/Annotations/marple10/00020.png,marple10,20,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00020.jpg_175x225.npy
244,4365,FBMS/FBMS_clean/JPEGImages/marple10/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00030.flo.png,FBMS/FBMS_clean/Annotations/marple10/00030.png,marple10,30,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00030.jpg_175x225.npy
245,4375,FBMS/FBMS_clean/JPEGImages/marple10/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00040.flo.png,FBMS/FBMS_clean/Annotations/marple10/00040.png,marple10,40,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00040.jpg_175x225.npy
246,4385,FBMS/FBMS_clean/JPEGImages/marple10/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00050.flo.png,FBMS/FBMS_clean/Annotations/marple10/00050.png,marple10,50,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00050.jpg_175x225.npy
247,4435,FBMS/FBMS_clean/JPEGImages/marple10/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00100.flo.png,FBMS/FBMS_clean/Annotations/marple10/00100.png,marple10,100,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00100.jpg_175x225.npy
248,4485,FBMS/FBMS_clean/JPEGImages/marple10/00150.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00150.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00150.flo.png,FBMS/FBMS_clean/Annotations/marple10/00150.png,marple10,150,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00150.jpg_175x225.npy
249,4535,FBMS/FBMS_clean/JPEGImages/marple10/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00200.flo.png,FBMS/FBMS_clean/Annotations/marple10/00200.png,marple10,200,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00200.jpg_175x225.npy
250,4585,FBMS/FBMS_clean/JPEGImages/marple10/00250.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00250.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00250.flo.png,FBMS/FBMS_clean/Annotations/marple10/00250.png,marple10,250,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00250.jpg_175x225.npy
251,4635,FBMS/FBMS_clean/JPEGImages/marple10/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00300.flo.png,FBMS/FBMS_clean/Annotations/marple10/00300.png,marple10,300,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00300.jpg_175x225.npy
252,4685,FBMS/FBMS_clean/JPEGImages/marple10/00350.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00350.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00350.flo.png,FBMS/FBMS_clean/Annotations/marple10/00350.png,marple10,350,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00350.jpg_175x225.npy
253,4735,FBMS/FBMS_clean/JPEGImages/marple10/00400.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00400.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00400.flo.png,FBMS/FBMS_clean/Annotations/marple10/00400.png,marple10,400,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00400.jpg_175x225.npy
254,4785,FBMS/FBMS_clean/JPEGImages/marple10/00450.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00450.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00450.flo.png,FBMS/FBMS_clean/Annotations/marple10/00450.png,marple10,450,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00450.jpg_175x225.npy
255,4795,FBMS/FBMS_clean/JPEGImages/marple10/00460.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple10/00460.flo,,FBMS/FBMS_clean/Annotations/marple10/00460.png,marple10,460,FBMS/FBMS_clean/DINO/dino_vits8//marple10/00460.jpg_175x225.npy
256,4796,FBMS/FBMS_clean/JPEGImages/marple11/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00001.flo.png,FBMS/FBMS_clean/Annotations/marple11/00001.png,marple11,1,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00001.jpg_175x225.npy
257,4805,FBMS/FBMS_clean/JPEGImages/marple11/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00010.flo.png,FBMS/FBMS_clean/Annotations/marple11/00010.png,marple11,10,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00010.jpg_175x225.npy
258,4815,FBMS/FBMS_clean/JPEGImages/marple11/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00020.flo.png,FBMS/FBMS_clean/Annotations/marple11/00020.png,marple11,20,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00020.jpg_175x225.npy
259,4825,FBMS/FBMS_clean/JPEGImages/marple11/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00030.flo.png,FBMS/FBMS_clean/Annotations/marple11/00030.png,marple11,30,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00030.jpg_175x225.npy
260,4835,FBMS/FBMS_clean/JPEGImages/marple11/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00040.flo.png,FBMS/FBMS_clean/Annotations/marple11/00040.png,marple11,40,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00040.jpg_175x225.npy
261,4845,FBMS/FBMS_clean/JPEGImages/marple11/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00050.flo.png,FBMS/FBMS_clean/Annotations/marple11/00050.png,marple11,50,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00050.jpg_175x225.npy
262,4895,FBMS/FBMS_clean/JPEGImages/marple11/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00100.flo.png,FBMS/FBMS_clean/Annotations/marple11/00100.png,marple11,100,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00100.jpg_175x225.npy
263,4945,FBMS/FBMS_clean/JPEGImages/marple11/00150.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00150.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00150.flo.png,FBMS/FBMS_clean/Annotations/marple11/00150.png,marple11,150,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00150.jpg_175x225.npy
264,4968,FBMS/FBMS_clean/JPEGImages/marple11/00173.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple11/00173.flo,,FBMS/FBMS_clean/Annotations/marple11/00173.png,marple11,173,FBMS/FBMS_clean/DINO/dino_vits8//marple11/00173.jpg_175x225.npy
265,4969,FBMS/FBMS_clean/JPEGImages/marple13/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00001.flo.png,FBMS/FBMS_clean/Annotations/marple13/00001.png,marple13,1,FBMS/FBMS_clean/DINO/dino_vits8//marple13/00001.jpg_175x225.npy
266,4978,FBMS/FBMS_clean/JPEGImages/marple13/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00010.flo.png,FBMS/FBMS_clean/Annotations/marple13/00010.png,marple13,10,FBMS/FBMS_clean/DINO/dino_vits8//marple13/00010.jpg_175x225.npy
267,4988,FBMS/FBMS_clean/JPEGImages/marple13/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00020.flo.png,FBMS/FBMS_clean/Annotations/marple13/00020.png,marple13,20,FBMS/FBMS_clean/DINO/dino_vits8//marple13/00020.jpg_175x225.npy
268,4998,FBMS/FBMS_clean/JPEGImages/marple13/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00030.flo.png,FBMS/FBMS_clean/Annotations/marple13/00030.png,marple13,30,FBMS/FBMS_clean/DINO/dino_vits8//marple13/00030.jpg_175x225.npy
269,5008,FBMS/FBMS_clean/JPEGImages/marple13/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00040.flo.png,FBMS/FBMS_clean/Annotations/marple13/00040.png,marple13,40,FBMS/FBMS_clean/DINO/dino_vits8//marple13/00040.jpg_175x225.npy
270,5018,FBMS/FBMS_clean/JPEGImages/marple13/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00050.flo.png,FBMS/FBMS_clean/Annotations/marple13/00050.png,marple13,50,FBMS/FBMS_clean/DINO/dino_vits8//marple13/00050.jpg_175x225.npy
271,5043,FBMS/FBMS_clean/JPEGImages/marple13/00075.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple13/00075.flo,,FBMS/FBMS_clean/Annotations/marple13/00075.png,marple13,75,FBMS/FBMS_clean/DINO/dino_vits8//marple13/00075.jpg_175x225.npy
272,5044,FBMS/FBMS_clean/JPEGImages/meerkats01/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00001.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00001.png,meerkats01,1,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00001.jpg_169x300.npy
273,5063,FBMS/FBMS_clean/JPEGImages/meerkats01/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00020.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00020.png,meerkats01,20,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00020.jpg_169x300.npy
274,5083,FBMS/FBMS_clean/JPEGImages/meerkats01/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00040.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00040.png,meerkats01,40,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00040.jpg_169x300.npy
275,5103,FBMS/FBMS_clean/JPEGImages/meerkats01/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00060.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00060.png,meerkats01,60,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00060.jpg_169x300.npy
276,5123,FBMS/FBMS_clean/JPEGImages/meerkats01/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00080.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00080.png,meerkats01,80,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00080.jpg_169x300.npy
277,5143,FBMS/FBMS_clean/JPEGImages/meerkats01/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00100.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00100.png,meerkats01,100,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00100.jpg_169x300.npy
278,5163,FBMS/FBMS_clean/JPEGImages/meerkats01/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00120.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00120.png,meerkats01,120,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00120.jpg_169x300.npy
279,5183,FBMS/FBMS_clean/JPEGImages/meerkats01/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00140.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00140.png,meerkats01,140,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00140.jpg_169x300.npy
280,5203,FBMS/FBMS_clean/JPEGImages/meerkats01/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00160.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00160.png,meerkats01,160,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00160.jpg_169x300.npy
281,5223,FBMS/FBMS_clean/JPEGImages/meerkats01/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00180.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00180.png,meerkats01,180,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00180.jpg_169x300.npy
282,5243,FBMS/FBMS_clean/JPEGImages/meerkats01/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00200.flo.png,FBMS/FBMS_clean/Annotations/meerkats01/00200.png,meerkats01,200,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00200.jpg_169x300.npy
283,5263,FBMS/FBMS_clean/JPEGImages/meerkats01/00220.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/meerkats01/00220.flo,,FBMS/FBMS_clean/Annotations/meerkats01/00220.png,meerkats01,220,FBMS/FBMS_clean/DINO/dino_vits8//meerkats01/00220.jpg_169x300.npy
284,5264,FBMS/FBMS_clean/JPEGImages/people04/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00001.flo.png,FBMS/FBMS_clean/Annotations/people04/00001.png,people04,1,FBMS/FBMS_clean/DINO/dino_vits8//people04/00001.jpg_200x320.npy
285,5283,FBMS/FBMS_clean/JPEGImages/people04/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00020.flo.png,FBMS/FBMS_clean/Annotations/people04/00020.png,people04,20,FBMS/FBMS_clean/DINO/dino_vits8//people04/00020.jpg_200x320.npy
286,5303,FBMS/FBMS_clean/JPEGImages/people04/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00040.flo.png,FBMS/FBMS_clean/Annotations/people04/00040.png,people04,40,FBMS/FBMS_clean/DINO/dino_vits8//people04/00040.jpg_200x320.npy
287,5323,FBMS/FBMS_clean/JPEGImages/people04/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00060.flo.png,FBMS/FBMS_clean/Annotations/people04/00060.png,people04,60,FBMS/FBMS_clean/DINO/dino_vits8//people04/00060.jpg_200x320.npy
288,5343,FBMS/FBMS_clean/JPEGImages/people04/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00080.flo.png,FBMS/FBMS_clean/Annotations/people04/00080.png,people04,80,FBMS/FBMS_clean/DINO/dino_vits8//people04/00080.jpg_200x320.npy
289,5363,FBMS/FBMS_clean/JPEGImages/people04/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00100.flo.png,FBMS/FBMS_clean/Annotations/people04/00100.png,people04,100,FBMS/FBMS_clean/DINO/dino_vits8//people04/00100.jpg_200x320.npy
290,5383,FBMS/FBMS_clean/JPEGImages/people04/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00120.flo.png,FBMS/FBMS_clean/Annotations/people04/00120.png,people04,120,FBMS/FBMS_clean/DINO/dino_vits8//people04/00120.jpg_200x320.npy
291,5403,FBMS/FBMS_clean/JPEGImages/people04/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00140.flo.png,FBMS/FBMS_clean/Annotations/people04/00140.png,people04,140,FBMS/FBMS_clean/DINO/dino_vits8//people04/00140.jpg_200x320.npy
292,5423,FBMS/FBMS_clean/JPEGImages/people04/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00160.flo.png,FBMS/FBMS_clean/Annotations/people04/00160.png,people04,160,FBMS/FBMS_clean/DINO/dino_vits8//people04/00160.jpg_200x320.npy
293,5443,FBMS/FBMS_clean/JPEGImages/people04/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00180.flo.png,FBMS/FBMS_clean/Annotations/people04/00180.png,people04,180,FBMS/FBMS_clean/DINO/dino_vits8//people04/00180.jpg_200x320.npy
294,5463,FBMS/FBMS_clean/JPEGImages/people04/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00200.flo.png,FBMS/FBMS_clean/Annotations/people04/00200.png,people04,200,FBMS/FBMS_clean/DINO/dino_vits8//people04/00200.jpg_200x320.npy
295,5483,FBMS/FBMS_clean/JPEGImages/people04/00220.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00220.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00220.flo.png,FBMS/FBMS_clean/Annotations/people04/00220.png,people04,220,FBMS/FBMS_clean/DINO/dino_vits8//people04/00220.jpg_200x320.npy
296,5503,FBMS/FBMS_clean/JPEGImages/people04/00240.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00240.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00240.flo.png,FBMS/FBMS_clean/Annotations/people04/00240.png,people04,240,FBMS/FBMS_clean/DINO/dino_vits8//people04/00240.jpg_200x320.npy
297,5523,FBMS/FBMS_clean/JPEGImages/people04/00260.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00260.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00260.flo.png,FBMS/FBMS_clean/Annotations/people04/00260.png,people04,260,FBMS/FBMS_clean/DINO/dino_vits8//people04/00260.jpg_200x320.npy
298,5543,FBMS/FBMS_clean/JPEGImages/people04/00280.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00280.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00280.flo.png,FBMS/FBMS_clean/Annotations/people04/00280.png,people04,280,FBMS/FBMS_clean/DINO/dino_vits8//people04/00280.jpg_200x320.npy
299,5563,FBMS/FBMS_clean/JPEGImages/people04/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/people04/00300.flo.png,FBMS/FBMS_clean/Annotations/people04/00300.png,people04,300,FBMS/FBMS_clean/DINO/dino_vits8//people04/00300.jpg_200x320.npy
